timestamp,source_port,destination_port,protocol,action,bytes_sent,bytes_received,threat_level
2025-06-02T21:49:47Z,10552,53,ICMP,DROP,3820,12658,LOW
2025-06-03T09:13:10Z,11297,8080,UDP,BLOCK,3332,9763,HIGH
2025-06-02T09:16:37Z,11845,22,UDP,DROP,1172,10300,LOW
2025-06-04T20:45:15Z,27423,25,ICMP,DROP,3735,8713,CRITICAL
2025-06-02T13:35:47Z,15973,80,UDP,BLOCK,4676,10338,CRITICAL
2025-06-03T05:06:21Z,1374,443,TCP,ALLOW,2009,3181,HIGH
2025-06-04T01:55:16Z,8182,53,UDP,ALLOW,3709,7104,CRITICAL
2025-06-03T12:18:01Z,50737,21,ICMP,BLOCK,4548,3376,LOW
2025-06-01T03:39:52Z,38269,443,ICMP,ALLOW,1162,6070,HIGH
2025-06-04T00:13:33Z,10486,25,UDP,ALLOW,325,8955,LOW
2025-06-04T22:05:16Z,14026,53,ICMP,ALLOW,2427,7173,LOW
2025-06-04T17:37:18Z,31117,21,ICMP,DROP,1549,1929,CRITICAL
2025-06-03T22:15:14Z,18887,80,ICMP,DROP,926,5199,CRITICAL
2025-06-02T13:11:07Z,35639,53,ICMP,BLOCK,74,7595,MEDIUM
2025-06-01T18:47:49Z,12312,8080,ICMP,DROP,1127,5029,HIGH
2025-06-01T12:52:11Z,13098,3306,UDP,ALLOW,1849,4962,LOW
2025-06-04T02:09:27Z,45216,53,TCP,BLOCK,3859,6172,CRITICAL
2025-06-02T12:02:55Z,40575,21,ICMP,BLOCK,3260,11179,HIGH
2025-06-01T03:18:43Z,21602,25,TCP,ALLOW,3058,12113,MEDIUM
2025-06-03T19:03:41Z,49786,53,ICMP,DROP,3249,1243,LOW
2025-06-03T16:24:54Z,64296,8080,UDP,DROP,2938,4381,MEDIUM
2025-06-01T13:16:06Z,50562,21,TCP,ALLOW,494,11322,HIGH
2025-06-03T21:58:22Z,46327,443,ICMP,ALLOW,1820,10775,MEDIUM
2025-06-02T04:53:21Z,44915,25,UDP,BLOCK,2876,354,LOW
2025-06-02T14:33:22Z,5341,22,UDP,ALLOW,1793,2690,CRITICAL
2025-06-01T17:40:10Z,4282,53,ICMP,DROP,2860,5554,LOW
2025-06-04T07:50:14Z,41083,22,TCP,BLOCK,4296,14707,MEDIUM
2025-06-02T04:59:05Z,21557,443,ICMP,BLOCK,3480,10439,MEDIUM
2025-06-03T05:14:31Z,33064,8080,TCP,ALLOW,3953,11158,MEDIUM
2025-06-01T17:15:45Z,55618,21,UDP,BLOCK,3596,6791,MEDIUM
2025-06-02T01:11:07Z,34482,53,TCP,ALLOW,1921,2344,LOW
2025-06-02T22:29:12Z,56548,53,ICMP,DROP,2762,1185,MEDIUM
2025-06-04T06:26:43Z,6196,25,TCP,BLOCK,2140,269,MEDIUM
2025-06-01T22:07:59Z,36834,3306,TCP,BLOCK,1741,13497,MEDIUM
2025-06-03T08:00:05Z,28967,22,UDP,BLOCK,3862,4829,LOW
2025-06-01T23:57:31Z,23993,22,ICMP,DROP,2235,14011,LOW
2025-06-01T10:53:30Z,56000,53,TCP,ALLOW,2146,753,CRITICAL
2025-06-02T08:49:03Z,32650,8080,ICMP,ALLOW,1028,6899,LOW
2025-06-01T04:36:38Z,46231,8080,UDP,BLOCK,962,1971,LOW
2025-06-02T17:54:57Z,33785,25,UDP,ALLOW,2318,5093,CRITICAL
2025-06-04T16:46:32Z,26342,3306,ICMP,BLOCK,869,8543,HIGH
2025-06-02T17:45:38Z,1206,80,TCP,BLOCK,1361,13410,CRITICAL
2025-06-02T15:09:01Z,40602,22,TCP,ALLOW,4515,6402,MEDIUM
2025-06-03T23:23:00Z,24402,25,ICMP,ALLOW,282,7248,CRITICAL
2025-06-01T05:07:17Z,13927,22,ICMP,BLOCK,3887,119,HIGH
2025-06-02T18:23:09Z,31448,80,UDP,ALLOW,1282,7133,MEDIUM
2025-06-02T10:55:33Z,55247,8080,ICMP,ALLOW,1638,11572,MEDIUM
2025-06-01T20:12:24Z,27410,53,TCP,BLOCK,3545,14032,CRITICAL
2025-06-03T08:37:27Z,44694,21,TCP,ALLOW,4551,3655,LOW
2025-06-01T13:13:06Z,53044,3306,TCP,DROP,1080,9205,MEDIUM
2025-06-04T22:03:26Z,28990,21,UDP,ALLOW,2878,10717,CRITICAL
2025-06-03T07:17:55Z,32395,25,TCP,ALLOW,2712,8203,CRITICAL
2025-06-01T18:52:30Z,4494,3306,ICMP,BLOCK,173,9459,HIGH
2025-06-04T08:13:11Z,62017,8080,UDP,DROP,1732,10431,CRITICAL
2025-06-01T05:16:57Z,60812,25,TCP,ALLOW,3838,14214,MEDIUM
2025-06-01T03:51:26Z,29778,25,UDP,DROP,3613,11986,MEDIUM
2025-06-02T10:20:39Z,14136,80,UDP,BLOCK,4956,4372,HIGH
2025-06-02T02:25:57Z,26905,443,ICMP,BLOCK,2466,4274,LOW
2025-06-02T21:22:49Z,11324,8080,UDP,DROP,4379,8373,CRITICAL
2025-06-04T15:57:08Z,3246,3306,ICMP,ALLOW,348,9399,CRITICAL
2025-06-01T10:30:00Z,63228,3306,UDP,BLOCK,1230,9899,HIGH
2025-06-02T10:30:50Z,12973,21,TCP,DROP,2500,2058,CRITICAL
2025-06-02T15:56:16Z,27710,443,UDP,ALLOW,698,5356,MEDIUM
2025-06-02T17:26:55Z,48357,21,UDP,BLOCK,4889,4296,HIGH
2025-06-02T02:16:34Z,8570,443,UDP,BLOCK,4203,13330,HIGH
2025-06-02T11:02:20Z,53510,22,TCP,DROP,3744,8399,CRITICAL
2025-06-04T17:03:21Z,44517,8080,UDP,DROP,3559,9466,MEDIUM
2025-06-01T03:27:18Z,47669,21,UDP,ALLOW,1153,1333,MEDIUM
2025-06-02T05:13:27Z,11464,80,ICMP,ALLOW,1407,4207,HIGH
2025-06-04T07:14:19Z,27066,3306,TCP,BLOCK,2259,5716,CRITICAL
2025-06-03T09:23:54Z,39876,53,ICMP,ALLOW,479,12408,HIGH
2025-06-02T22:24:28Z,65399,21,ICMP,BLOCK,2898,1558,MEDIUM
2025-06-02T11:13:32Z,29806,80,ICMP,ALLOW,3238,78,HIGH
2025-06-04T13:56:49Z,9723,8080,ICMP,DROP,3155,2031,LOW
2025-06-04T13:38:57Z,23128,25,UDP,BLOCK,2983,12330,MEDIUM
2025-06-04T09:51:39Z,36783,25,UDP,DROP,1760,8531,LOW
2025-06-03T01:21:21Z,2032,25,UDP,DROP,754,9329,CRITICAL
2025-06-02T07:20:20Z,25458,25,UDP,BLOCK,4118,14325,MEDIUM
2025-06-01T06:04:03Z,64608,80,UDP,DROP,2218,14621,LOW
2025-06-03T02:21:53Z,5975,80,ICMP,ALLOW,191,805,CRITICAL
2025-06-03T02:24:27Z,20921,3306,TCP,ALLOW,1990,12819,MEDIUM
2025-06-04T06:06:38Z,49981,3306,UDP,BLOCK,3508,10630,LOW
2025-06-03T05:23:04Z,24519,3306,TCP,ALLOW,1699,13889,LOW
2025-06-02T08:29:37Z,14317,443,ICMP,BLOCK,4663,11499,HIGH
2025-06-04T09:58:02Z,17968,22,ICMP,ALLOW,2985,12409,HIGH
2025-06-03T21:52:08Z,24407,8080,ICMP,DROP,861,8393,HIGH
2025-06-03T18:27:08Z,36344,25,UDP,ALLOW,2710,11662,HIGH
2025-06-01T02:02:14Z,33425,443,ICMP,BLOCK,2163,858,LOW
2025-06-01T16:35:47Z,9645,22,UDP,ALLOW,3328,3809,CRITICAL
2025-06-03T06:11:38Z,62512,53,TCP,ALLOW,4531,4371,LOW
2025-06-03T06:52:31Z,49177,443,TCP,BLOCK,1558,2247,LOW
2025-06-01T08:59:27Z,48080,22,UDP,DROP,3349,7807,CRITICAL
2025-06-01T17:43:53Z,55957,443,TCP,BLOCK,3267,14140,CRITICAL
2025-06-04T01:08:47Z,35671,443,ICMP,ALLOW,2603,7640,MEDIUM
2025-06-01T07:06:08Z,50427,80,ICMP,DROP,1261,2737,MEDIUM
2025-06-02T21:06:02Z,26332,22,UDP,BLOCK,982,2536,HIGH
2025-06-03T16:59:04Z,29389,443,TCP,BLOCK,1880,11920,MEDIUM
2025-06-04T08:41:40Z,26879,80,TCP,DROP,4112,10156,CRITICAL
2025-06-02T18:48:54Z,12528,22,ICMP,DROP,611,5328,CRITICAL
2025-06-03T09:42:31Z,53731,21,TCP,DROP,2330,4713,LOW
2025-06-02T18:57:32Z,37633,22,TCP,ALLOW,3674,11273,LOW
2025-06-02T07:57:26Z,10906,8080,TCP,BLOCK,756,10663,HIGH
2025-06-03T00:03:11Z,9526,22,UDP,BLOCK,2758,13932,MEDIUM
2025-06-04T13:22:10Z,50717,8080,ICMP,DROP,728,4950,CRITICAL
2025-06-03T13:50:48Z,48190,53,TCP,DROP,4138,739,MEDIUM
2025-06-03T06:06:40Z,20593,443,ICMP,BLOCK,728,7710,MEDIUM
2025-06-02T10:04:35Z,41649,80,UDP,BLOCK,524,10918,LOW
2025-06-01T13:17:51Z,49907,22,UDP,DROP,2930,1668,MEDIUM
2025-06-01T00:29:06Z,15615,443,ICMP,DROP,2679,2727,MEDIUM
2025-06-03T06:52:34Z,45662,53,UDP,DROP,3425,5754,HIGH
2025-06-01T17:21:25Z,45548,8080,TCP,BLOCK,1409,4740,HIGH
2025-06-01T00:52:28Z,4409,80,ICMP,ALLOW,2167,6328,MEDIUM
2025-06-01T04:07:09Z,49944,25,UDP,ALLOW,1628,2457,HIGH
2025-06-04T06:59:13Z,11797,21,ICMP,ALLOW,1697,13645,MEDIUM
2025-06-02T08:41:14Z,51004,8080,UDP,BLOCK,1187,11247,LOW
2025-06-04T16:38:28Z,4549,25,UDP,ALLOW,1875,2865,LOW
2025-06-01T08:35:10Z,46680,80,ICMP,DROP,4124,14765,CRITICAL
2025-06-01T22:36:03Z,4409,8080,UDP,ALLOW,908,7041,CRITICAL
2025-06-01T10:23:28Z,3122,22,TCP,BLOCK,2570,12338,MEDIUM
2025-06-04T21:30:08Z,6235,3306,TCP,ALLOW,2654,3283,HIGH
2025-06-03T00:35:17Z,62333,25,TCP,BLOCK,3450,7055,LOW
2025-06-03T07:15:54Z,24393,8080,UDP,DROP,4206,8363,LOW
2025-06-02T00:56:47Z,53614,53,ICMP,DROP,4902,6049,CRITICAL
2025-06-04T09:43:05Z,53264,22,UDP,ALLOW,4860,11717,MEDIUM
2025-06-03T06:34:00Z,46240,22,TCP,BLOCK,4126,697,CRITICAL
2025-06-03T09:27:53Z,61000,25,TCP,DROP,1454,10963,LOW
2025-06-01T16:00:39Z,46242,80,UDP,BLOCK,313,10769,HIGH
2025-06-04T23:41:05Z,1106,80,TCP,DROP,4890,5253,CRITICAL
2025-06-01T06:03:03Z,60757,8080,UDP,ALLOW,4769,3448,CRITICAL
2025-06-02T23:18:02Z,31677,21,UDP,ALLOW,4923,7577,CRITICAL
2025-06-03T20:58:34Z,19472,22,UDP,ALLOW,2470,8790,MEDIUM
2025-06-01T12:14:02Z,9933,22,UDP,BLOCK,4485,13022,LOW
2025-06-04T10:24:17Z,6241,80,UDP,ALLOW,2076,2004,LOW
2025-06-02T09:48:22Z,63173,3306,ICMP,BLOCK,4778,7833,HIGH
2025-06-03T04:40:35Z,59467,3306,ICMP,BLOCK,704,5608,CRITICAL
2025-06-03T09:45:24Z,51674,53,UDP,ALLOW,3140,5607,MEDIUM
2025-06-03T01:48:38Z,6802,53,TCP,ALLOW,2174,7301,HIGH
2025-06-03T09:11:25Z,20692,21,TCP,BLOCK,1874,5934,LOW
2025-06-01T06:04:04Z,56442,8080,TCP,ALLOW,4469,5695,MEDIUM
2025-06-04T08:55:39Z,41192,25,UDP,BLOCK,1086,10409,MEDIUM
2025-06-01T16:54:36Z,1998,25,ICMP,BLOCK,2050,6194,CRITICAL
2025-06-03T04:29:06Z,38398,8080,TCP,DROP,3954,13198,LOW
2025-06-02T10:34:12Z,6667,53,ICMP,ALLOW,160,13121,LOW
2025-06-03T12:34:24Z,48091,22,TCP,DROP,1393,11030,MEDIUM
2025-06-03T12:05:51Z,30573,443,ICMP,DROP,1110,11085,MEDIUM
2025-06-01T17:13:27Z,60457,3306,TCP,DROP,3126,4490,CRITICAL
2025-06-03T14:55:18Z,4422,3306,TCP,BLOCK,4312,11807,MEDIUM
2025-06-02T06:23:59Z,1691,80,ICMP,DROP,2965,5501,HIGH
2025-06-04T04:29:54Z,36529,443,ICMP,BLOCK,4306,2671,MEDIUM
2025-06-03T03:20:50Z,44897,3306,UDP,BLOCK,1656,8512,LOW
2025-06-02T07:32:42Z,14258,443,ICMP,DROP,1071,7252,LOW
2025-06-04T10:03:40Z,25149,443,UDP,BLOCK,120,782,MEDIUM
2025-06-02T02:43:03Z,3579,22,ICMP,BLOCK,1081,2679,HIGH
2025-06-04T06:25:12Z,47272,22,UDP,ALLOW,2369,8635,MEDIUM
2025-06-04T19:19:41Z,57916,3306,UDP,DROP,1500,2385,CRITICAL
2025-06-01T15:59:14Z,51562,53,ICMP,ALLOW,4007,10058,CRITICAL
2025-06-03T04:15:19Z,62304,80,TCP,DROP,4740,8394,MEDIUM
2025-06-04T13:42:05Z,39818,3306,ICMP,DROP,382,210,CRITICAL
2025-06-03T18:28:24Z,21354,443,ICMP,BLOCK,2832,10154,CRITICAL
2025-06-02T18:59:13Z,56776,53,TCP,BLOCK,2535,5645,CRITICAL
2025-06-04T01:02:04Z,20814,53,UDP,ALLOW,1167,9668,CRITICAL
2025-06-04T00:13:53Z,12102,80,TCP,BLOCK,3930,872,LOW
2025-06-02T10:37:39Z,34347,25,ICMP,ALLOW,1112,13570,MEDIUM
2025-06-02T08:54:30Z,19666,8080,ICMP,BLOCK,281,7317,HIGH
2025-06-01T09:15:14Z,47667,25,ICMP,BLOCK,896,3406,CRITICAL
2025-06-04T16:27:57Z,32134,443,ICMP,ALLOW,4441,4340,LOW
2025-06-04T02:52:54Z,52537,22,UDP,BLOCK,440,9037,CRITICAL
2025-06-02T19:08:14Z,32789,22,UDP,DROP,3047,8563,LOW
2025-06-01T14:21:40Z,41707,80,TCP,BLOCK,1312,8880,MEDIUM
2025-06-01T01:04:56Z,35302,80,UDP,ALLOW,982,7572,LOW
2025-06-03T13:08:00Z,29316,3306,TCP,BLOCK,4159,9188,CRITICAL
2025-06-01T15:28:28Z,28771,53,UDP,ALLOW,2526,958,CRITICAL
2025-06-01T04:05:51Z,31650,80,ICMP,BLOCK,707,10346,HIGH
2025-06-03T05:39:27Z,63306,21,ICMP,DROP,4803,1996,CRITICAL
2025-06-04T14:51:43Z,1432,443,UDP,DROP,3704,7145,HIGH
2025-06-04T11:13:17Z,41386,53,ICMP,DROP,1545,4871,CRITICAL
2025-06-01T06:47:21Z,41268,22,TCP,BLOCK,2673,10042,MEDIUM
2025-06-03T08:52:22Z,1704,3306,ICMP,DROP,306,12164,MEDIUM
2025-06-02T08:59:02Z,65375,53,UDP,BLOCK,621,4232,MEDIUM
2025-06-02T01:08:04Z,16692,8080,TCP,BLOCK,4282,9436,MEDIUM
2025-06-02T18:10:32Z,8955,3306,UDP,BLOCK,4442,12707,CRITICAL
2025-06-02T23:20:08Z,7757,443,UDP,DROP,1294,13344,LOW
2025-06-03T21:32:49Z,42915,3306,UDP,DROP,3160,743,HIGH
2025-06-02T12:26:45Z,51786,21,TCP,BLOCK,2007,7409,CRITICAL
2025-06-02T22:37:56Z,28769,22,ICMP,ALLOW,3980,13741,MEDIUM
2025-06-01T11:21:03Z,22521,53,TCP,DROP,3876,8286,CRITICAL
2025-06-04T16:47:15Z,45480,22,UDP,BLOCK,1765,5004,HIGH
2025-06-01T18:08:18Z,5772,3306,ICMP,BLOCK,3684,11985,MEDIUM
2025-06-02T16:29:00Z,47093,8080,ICMP,DROP,1457,8956,CRITICAL
2025-06-02T09:58:18Z,39310,8080,ICMP,BLOCK,3625,11675,MEDIUM
2025-06-02T07:10:54Z,6482,80,TCP,DROP,4314,8094,LOW
2025-06-04T19:50:02Z,9450,22,ICMP,DROP,1606,4150,MEDIUM
2025-06-03T15:45:29Z,50307,53,TCP,ALLOW,805,11109,CRITICAL
2025-06-04T01:35:48Z,30616,3306,UDP,DROP,1223,2130,LOW
2025-06-01T05:06:00Z,3079,8080,UDP,ALLOW,817,9843,LOW
2025-06-01T14:45:08Z,50714,25,ICMP,ALLOW,1542,2855,LOW
2025-06-01T18:01:19Z,1477,53,TCP,DROP,3820,2024,LOW
2025-06-04T21:01:14Z,2976,22,TCP,DROP,2105,3940,LOW
2025-06-04T02:45:43Z,4783,443,UDP,BLOCK,3850,2866,MEDIUM
2025-06-01T17:47:54Z,48772,3306,UDP,BLOCK,94,5956,HIGH
2025-06-02T04:49:07Z,36158,8080,UDP,BLOCK,2818,9868,CRITICAL
2025-06-03T19:06:45Z,16954,53,ICMP,BLOCK,1326,10804,HIGH
2025-06-01T18:38:47Z,64298,53,ICMP,ALLOW,1039,5865,LOW
2025-06-04T12:09:40Z,25226,8080,TCP,ALLOW,1578,14568,MEDIUM
2025-06-02T14:31:06Z,12881,21,TCP,DROP,1441,12189,HIGH
2025-06-03T05:23:19Z,59096,22,UDP,BLOCK,3245,11165,HIGH
2025-06-04T22:04:03Z,31448,53,UDP,DROP,4723,5404,LOW
2025-06-04T07:24:26Z,15330,53,ICMP,BLOCK,2643,8437,LOW
2025-06-02T18:36:17Z,20658,3306,UDP,DROP,2602,2893,LOW
2025-06-03T21:47:16Z,45563,80,TCP,BLOCK,1549,587,CRITICAL
2025-06-01T15:16:22Z,3597,21,ICMP,DROP,1887,9108,LOW
2025-06-04T15:16:28Z,20457,53,TCP,ALLOW,4248,8922,HIGH
2025-06-03T04:12:54Z,32284,53,ICMP,BLOCK,3130,8720,MEDIUM
2025-06-02T15:20:03Z,15531,3306,UDP,BLOCK,919,2991,CRITICAL
2025-06-01T15:01:54Z,1806,80,UDP,BLOCK,1321,6939,CRITICAL
2025-06-03T22:48:49Z,59388,443,ICMP,BLOCK,3224,4147,LOW
2025-06-02T19:14:22Z,44808,80,TCP,DROP,4666,291,MEDIUM
2025-06-03T09:05:35Z,22707,3306,UDP,DROP,142,599,CRITICAL
2025-06-03T14:34:52Z,23089,22,UDP,BLOCK,242,6804,HIGH
2025-06-02T15:12:23Z,54119,25,UDP,DROP,2130,9837,HIGH
2025-06-01T02:32:05Z,35382,53,UDP,ALLOW,3177,2464,LOW
2025-06-03T22:07:49Z,8956,22,UDP,BLOCK,3077,10649,CRITICAL
2025-06-01T06:02:23Z,60619,25,UDP,ALLOW,4087,13576,MEDIUM
2025-06-01T12:37:37Z,31882,80,ICMP,DROP,4567,9695,LOW
2025-06-02T05:20:18Z,43019,25,UDP,DROP,1722,5637,MEDIUM
2025-06-03T02:21:13Z,58159,80,ICMP,BLOCK,3263,11127,LOW
2025-06-04T19:21:36Z,49486,80,UDP,DROP,3451,4948,LOW
2025-06-01T05:07:15Z,20353,3306,TCP,BLOCK,3442,13399,MEDIUM
2025-06-04T23:09:42Z,20445,3306,UDP,ALLOW,1993,13929,LOW
2025-06-04T10:46:06Z,38137,53,ICMP,BLOCK,670,8318,LOW
2025-06-01T04:09:35Z,5304,22,TCP,ALLOW,3139,3681,LOW
2025-06-02T15:40:57Z,28610,80,TCP,ALLOW,1050,14128,HIGH
2025-06-02T07:50:57Z,1756,25,TCP,BLOCK,895,6416,MEDIUM
2025-06-04T07:51:46Z,2944,53,TCP,DROP,1456,11262,LOW
2025-06-02T05:53:21Z,59501,3306,TCP,BLOCK,2592,4970,HIGH
2025-06-03T07:35:56Z,64514,8080,TCP,ALLOW,4028,11195,HIGH
2025-06-03T17:14:40Z,53639,21,ICMP,BLOCK,3906,14415,MEDIUM
2025-06-01T12:34:08Z,54957,443,UDP,BLOCK,1872,5658,MEDIUM
2025-06-01T17:50:39Z,55643,80,UDP,DROP,3624,14855,MEDIUM
2025-06-01T05:20:42Z,7211,53,ICMP,DROP,1693,2772,MEDIUM
2025-06-04T09:05:35Z,32904,25,UDP,ALLOW,1601,7705,LOW
2025-06-03T01:48:53Z,48904,25,TCP,ALLOW,2019,1754,CRITICAL
2025-06-04T21:17:54Z,16463,21,TCP,DROP,4298,13658,CRITICAL
2025-06-04T02:27:47Z,25718,25,ICMP,ALLOW,2404,1257,CRITICAL
2025-06-01T22:37:21Z,32338,3306,ICMP,BLOCK,2642,14575,CRITICAL
2025-06-02T22:55:57Z,53585,3306,UDP,ALLOW,3472,14923,CRITICAL
2025-06-01T12:36:53Z,64420,21,TCP,ALLOW,3016,4970,HIGH
2025-06-04T00:42:45Z,27929,21,ICMP,DROP,438,8027,CRITICAL
2025-06-03T18:16:32Z,41567,21,ICMP,DROP,306,2274,MEDIUM
2025-06-01T05:45:31Z,29623,8080,ICMP,BLOCK,1744,6899,CRITICAL
2025-06-04T19:31:35Z,63422,53,ICMP,ALLOW,71,14230,HIGH
2025-06-02T06:46:28Z,10704,8080,ICMP,DROP,2965,13336,CRITICAL
2025-06-01T11:13:13Z,14426,21,UDP,ALLOW,3642,4788,LOW
2025-06-02T16:04:16Z,4218,80,TCP,BLOCK,1031,1711,CRITICAL
2025-06-04T12:50:03Z,44658,80,ICMP,ALLOW,3915,11118,LOW
2025-06-04T12:11:26Z,31970,25,TCP,DROP,798,10923,MEDIUM
2025-06-03T15:07:49Z,5256,80,UDP,DROP,3097,11008,MEDIUM
2025-06-02T00:59:03Z,48459,53,UDP,DROP,4197,7600,MEDIUM
2025-06-02T06:52:56Z,46950,21,TCP,DROP,2965,6754,LOW
2025-06-03T06:37:31Z,58127,8080,UDP,ALLOW,4444,9536,MEDIUM
2025-06-01T03:36:18Z,49022,25,UDP,DROP,3538,2626,HIGH
2025-06-01T20:45:10Z,21481,80,ICMP,DROP,2721,9503,LOW
2025-06-01T06:18:59Z,9776,21,TCP,ALLOW,1982,1180,MEDIUM
2025-06-03T23:13:34Z,53077,25,UDP,BLOCK,4294,13464,MEDIUM
2025-06-04T05:12:55Z,13784,8080,UDP,BLOCK,4037,4021,LOW
2025-06-04T03:10:13Z,45512,443,UDP,BLOCK,285,10138,MEDIUM
2025-06-04T17:03:21Z,27713,80,UDP,ALLOW,4458,14564,CRITICAL
2025-06-02T09:24:22Z,2031,21,ICMP,BLOCK,3626,8451,MEDIUM
2025-06-01T23:48:25Z,38532,21,UDP,ALLOW,1634,14872,CRITICAL
2025-06-04T22:28:13Z,6341,8080,TCP,BLOCK,4996,2415,MEDIUM
2025-06-02T01:49:42Z,37184,443,ICMP,BLOCK,3012,5177,CRITICAL
2025-06-03T03:38:40Z,52701,53,TCP,ALLOW,340,1425,MEDIUM
2025-06-02T17:17:48Z,37114,80,TCP,ALLOW,4912,9204,HIGH
2025-06-03T12:27:47Z,16683,53,UDP,ALLOW,2667,12206,LOW
2025-06-02T15:24:54Z,64777,25,TCP,ALLOW,3584,11240,HIGH
2025-06-03T13:34:37Z,38654,443,UDP,DROP,1183,6818,MEDIUM
2025-06-03T03:48:34Z,13848,443,TCP,BLOCK,613,7663,HIGH
2025-06-04T07:18:11Z,48840,25,ICMP,DROP,4817,9126,CRITICAL
2025-06-02T17:30:36Z,2913,3306,TCP,DROP,3249,11857,LOW
2025-06-02T10:29:34Z,54754,443,TCP,DROP,331,8232,MEDIUM
2025-06-03T19:35:54Z,14857,53,TCP,DROP,3314,12540,CRITICAL
2025-06-04T19:18:57Z,36805,8080,ICMP,ALLOW,2837,13259,MEDIUM
2025-06-03T17:50:07Z,12943,21,ICMP,ALLOW,2840,10575,MEDIUM
2025-06-04T09:33:55Z,65454,25,UDP,DROP,4059,2913,LOW
2025-06-01T04:01:20Z,5273,443,TCP,DROP,1075,4078,CRITICAL
2025-06-02T00:34:36Z,59270,80,ICMP,DROP,4126,3455,HIGH
2025-06-01T14:03:19Z,8622,443,UDP,DROP,986,3859,CRITICAL
2025-06-01T12:15:24Z,35661,53,TCP,BLOCK,4885,4943,LOW
2025-06-04T22:49:17Z,21769,21,ICMP,ALLOW,782,6436,MEDIUM
2025-06-01T23:48:17Z,16069,80,UDP,ALLOW,2676,4470,MEDIUM
2025-06-03T06:53:05Z,4351,21,TCP,DROP,2631,2374,CRITICAL
2025-06-01T22:33:00Z,29799,21,UDP,DROP,1722,8376,HIGH
2025-06-04T08:53:58Z,10263,21,UDP,DROP,3655,153,CRITICAL
2025-06-02T18:17:56Z,10131,53,UDP,BLOCK,2664,2594,LOW
2025-06-04T02:23:36Z,16561,22,TCP,DROP,2852,541,LOW
2025-06-04T11:32:34Z,22537,443,ICMP,ALLOW,599,6571,MEDIUM
